First Name,Last Name,BTN Code,End Team,Pos,NHL PPG,Last Year League,Last Year PPG,GP,ESG,ESA,ESP,ESP/60,55G,55A1,55A2,ESShot,ESMiss,ESBlked,ESChances,ESSh%,ESCoSH%,ESTOI,ESTOI/G,55TOI,55TOI/G,55TOF,55TOF/G,ES%,ESPass,ESBlk,ESHitF,ESHitA,ESGive,ESTake,ESIGP,ESIAP,ESIPP,ESOZFO,ESOZ%,ESDZFO,ESDZ%,ESNZFO,ESNZ%,OZ%,OZRk,RelOZ%,ESOZF,ESDZF,ESNZF,OZF%,T-QoC,T-QoC Rk,RCQoC,QoCRk,CQoC ,Cor%QoC,T-QoT,RCQoT,CQoT ,Cor%QoT,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,TmESSCF`,TmESSCA,ESSC%,ESRelSC%,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,ExpGF,ExpGA,TmGFOff,TmGAOff,TmExpGFOff,TmExpGAOff,ESFOW,ESFOL,ESFO%,ESOffFOT,ESOffFOW,ESOffFOSF,ESOffFOSA,ESOffNSPF,ESOffFOGF,ESOffFOGA,ESOffNGPF,ESDefFOT,ESDefFOW,ESDefFOSF,ESDefFOSA,ESDefNSPF,ESDefFOGF,ESDefFOGA,ESDefNGPF
Sven,Andrighetto,SVENANDRIGHETTO,MTL,RW,0.25,AHL,0.716666667,12,2,1,3,1.91,2,1,0,9,1,6,8,22.2%,12.5%,94.4,7.9,91.4,7.6,477.5,39.8,16.1%,8,4,4,11,1,1,40.0%,20.0%,60.0%,29,40.8%,20,28.2%,22,31.0%,59.2%,13,16.3,28,41,28,40.6%,17.00,12,-0.711,14,2.86,51.0,17.28,-2.02,-5.00,47.2,12.5%,.929,1054,5.4%,3.28,1.97,26.3,27.6,43.3,53.2,-9.8,5,3,35,39,12,21,18,14,27,46,37.0%,-7.5,-4.3,3.39,1.13,24.88,29.78,48.88,61.19,2.5,27,9,171,228,80,96,154,111,0,0,0,0.00,0.00,0.00,3,3,3.2,2.7,3.3,3.6,3,11,21.4%,8,2,0,0,0,0,0,0,3,0,0,3,-1,0,0,0
Matt,Puempel,MATTPUEMPEL,OTT,LW,0.230769231,AHL,0.62745098,13,2,1,3,1.73,2,0,1,14,7,5,20,14.3%,7.7%,103.9,8.0,105.6,8.1,517.3,39.8,17.0%,0,1,9,12,0,3,28.6%,14.3%,42.9%,41,38.0%,32,29.6%,35,32.4%,56.2%,14,-1.0,40,43,37,48.2%,16.57,15,-1.352,15,-3.08,48.5,16.83,1.34,1.66,51.5,12.3%,.980,1102,10.2%,3.98,0.57,32.4,27.8,58.5,48.9,9.7,7,1,50,48,16,20,17,30,48,35,57.8%,4.2,3.3,3.13,2.09,33.17,30.16,62.40,55.56,2.8,27,18,259,242,100,89,130,152,2,0,-2,1.15,0.00,-1.15,5,3,3.9,3.8,4.0,3.9,0,1,0.0%,1,0,0,0,0,0,0,0,,,,,,,,
Iiro,Pakarinen,IIROPAKARINEN,EDM,RW,0.176470588,SM-Liiga,0.5,17,1,0,1,0.38,1,0,0,30,4,14,27,3.3%,2.1%,156.8,9.2,165.7,9.7,701.5,41.3,19.1%,0,3,51,16,2,0,100.0%,0.0%,100.0%,53,38.1%,35,25.2%,51,36.7%,60.2%,10,12.9,50,51,44,49.5%,16.98,12,-0.047,12,0.11,50.2,16.95,-0.15,-4.24,47.5,1.4%,.939,953,-4.7%,0.36,1.81,25.3,29.7,47.1,51.4,-4.3,1,5,69,77,30,28,32,30,59,70,45.7%,-1.8,-2.5,2.05,3.16,27.71,29.17,50.72,57.31,2.2,24,37,300,304,117,157,172,152,0,2,2,0.00,0.77,0.77,5,7,5.1,7.6,5.3,6.3,0,0, ,,,,,,,,,,,,,,,,
Patrik,Nemeth,PATRIKNEMETH,DAL,D,0.136363636,AHL,0.27027027,22,0,3,3,0.55,0,1,2,13,6,17,15,0.0%,0.0%,329.7,15.0,321.1,14.6,728.2,33.1,30.6%,15,17,22,41,8,3,0.0%,30.0%,30.0%,107,36.8%,76,26.1%,108,37.1%,58.5%,8,8.6,114,111,94,50.7%,17.08,8,0.315,6,0.06,50.0,16.28,-0.22,4.77,52.2,6.7%,.914,981,-1.9%,1.87,2.24,27.8,26.2,60.7,52.9,7.8,10,12,139,128,80,68,75,96,165,134,55.2%,-0.1,1.0,3.13,2.64,32.46,26.86,67.89,54.79,-5.3,38,32,356,294,206,146,193,224,3,1,-2,0.55,0.18,-0.36,11,11,14.3,14.0,13.7,12.1,,, ,,,,,,,,,,,,,,,,
Joakim,Nordstrom,JOAKIMNORDSTROM,CHI,LW/C,0.078947368,AHL,0.695652174,38,0,3,3,0.46,0,0,2,39,19,24,40,0.0%,0.0%,392.9,10.3,390.4,10.3,1485.3,39.1,20.8%,0,13,73,50,3,9,0.0%,50.0%,50.0%,37,10.2%,209,57.7%,116,32.0%,15.0%,1,-49.8,103,158,98,39.5%,17.18,9,1.213,3,0.76,50.0,17.29,-3.03,6.10,51.9,2.2%,.938,960,-4.0%,0.61,1.69,28.6,27.4,50.6,51.6,-1.1,4,11,182,167,62,65,93,81,149,158,48.5%,-3.2,1.9,2.83,2.22,33.57,30.70,62.78,54.37,-9.5,70,55,761,705,297,254,332,426,1,5,4,0.15,0.76,0.61,13,16,13.1,11.6,15.8,15.0,2,3,40.0%,,,,,,,,,2,0,0,0,0,0,0,0
Brandon,Manning,BRANDONMANNING,PHI,D,0.272727273,AHL,0.716666667,11,0,3,3,1.14,0,2,1,9,5,7,7,0.0%,0.0%,157.9,14.4,150.8,13.7,338.5,30.8,30.8%,27,9,15,20,5,0,0.0%,50.0%,50.0%,42,29.0%,48,33.1%,55,37.9%,46.7%,1,-3.1,55,63,52,46.6%,17.03,6,-0.859,6,2.75,50.9,16.00,1.47,-0.45,49.3,7.4%,.959,1034,3.4%,2.39,1.19,32.2,29.4,52.5,51.7,0.8,6,3,75,71,22,18,38,29,63,56,52.9%,8.9,4.7,2.30,2.48,26.23,33.50,50.69,59.20,9.3,13,14,135,175,68,57,88,70,1,0,-1,0.38,0.00,-0.38,6,6,4.9,5.0,5.2,5.4,,, ,,,,,,,,,,,,,,,,
Stuart,Percy,STUARTPERCY,TOR,D,0.333333333,AHL,0.352112676,9,0,1,1,0.45,0,1,0,9,3,4,4,0.0%,0.0%,133.9,14.9,129.0,14.3,295.0,32.8,30.4%,14,12,14,25,9,6,0.0%,25.0%,25.0%,29,20.9%,59,42.4%,51,36.7%,33.0%,1,-17.9,35,61,49,36.5%,17.32,2,-0.16,6,-2.10,49.1,16.73,-2.03,-8.32,45.5,7.0%,.881,951,-4.9%,1.86,3.72,26.5,31.2,48.4,60.9,-12.6,4,8,53,59,20,23,41,27,52,68,43.3%,-6.4,-2.3,2.85,3.25,30.91,36.00,59.59,61.82,-10.3,14,16,138,161,62,58,69,79,0,1,1,0.00,0.45,0.45,4,6,4.7,5.7,4.7,5.4,,, ,,,,,,,,,,,,,,,,
Kerby,Rychel,KERBYRYCHEL,CBJ,LW,0.6,OHL,1.551724138,5,0,3,3,3.40,0,3,0,4,3,3,4,0.0%,0.0%,53.0,10.6,51.1,10.2,174.3,34.9,22.7%,22,3,11,3,1,2,0.0%,100.0%,100.0%,17,35.4%,15,31.3%,16,33.3%,53.1%,19,21.4,13,21,13,38.2%,17.55,6,0.776,1,4.96,51.4,18.10,0.84,-5.28,48.5,13.6%,1.000,1136,13.6%,3.52,0.00,25.8,32.9,43.4,57.5,-14.1,3,0,19,28,8,4,17,7,15,19,44.1%,8.2,-4.7,1.38,2.07,20.99,40.96,40.27,74.34,20.0,4,6,57,113,28,34,63,28,1,0,-1,1.13,0.00,-1.13,2,1,1.7,2.3,1.9,2.1,0,0, ,,,,,,,,,,,,,,,,
Josh,Manson,JOSHMANSON,ANA,D,0.107142857,NCAA,0.303030303,28,0,3,3,0.38,0,1,2,24,6,21,7,0.0%,0.0%,470.7,16.8,450.0,16.1,904.0,32.3,33.2%,16,19,41,48,15,8,0.0%,20.0%,20.0%,140,31.0%,131,29.0%,181,40.0%,51.7%,7,8.2,169,161,137,51.2%,17.23,7,0.334,5,0.53,50.3,16.41,-0.34,1.68,49.8,6.4%,.936,1000,0.0%,2.00,1.73,31.2,27.1,58.7,49.2,9.5,15,13,219,190,90,79,87,116,203,188,51.9%,-0.5,7.8,3.12,2.85,28.21,29.93,55.62,59.20,13.1,47,43,378,408,203,209,232,210,11,0,-11,1.40,0.00,-1.40,18,17,17.7,17.9,17.2,16.4,,, ,,,,,,,,,,,,,,,,
Tyler,Pitlick,TYLERPITLICK,EDM,RW/C,0.117647059,AHL,0.642857143,17,2,0,2,0.58,2,0,0,18,13,9,19,11.1%,5.0%,207.3,12.2,204.8,12.0,649.2,38.2,24.0%,0,17,55,26,5,4,33.3%,0.0%,33.3%,41,24.4%,61,36.3%,66,39.3%,40.2%,4,-11.3,57,74,56,43.5%,17.37,6,-0.131,13,0.97,50.5,18.12,0.61,-3.01,48.2,6.5%,.910,975,-2.5%,1.76,2.64,27.2,29.3,53.6,53.9,-0.3,6,9,87,91,45,27,57,45,72,77,48.3%,3.2,5.9,2.40,3.05,22.37,28.93,49.26,58.41,8.9,26,33,216,280,115,128,191,176,2,2,0,0.58,0.58,0.00,6,7,6.6,9.4,7.0,8.7,3,3,50.0%,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Liam,O'Brien,LIAMO'BRIEN,WSH,C,0.153846154,QMJHL,0.514705882,13,1,1,2,1.22,1,1,0,16,3,3,14,6.3%,4.5%,98.1,7.5,101.6,7.8,518.4,39.9,16.4%,13,0,35,18,1,3,25.0%,25.0%,50.0%,37,34.6%,24,22.4%,46,43.0%,60.7%,13,7.7,49,36,36,57.6%,16.36,14,-2.877,14,-3.82,49.2,16.02,-2.17,0.91,48.9,7.7%,1.000,1077,7.7%,2.36,0.00,30.7,26.0,51.4,43.7,7.7,4,0,48,44,10,10,20,25,33,28,54.1%,0.7,0.3,2.55,2.43,27.08,26.62,52.77,52.77,7.7,22,21,212,209,101,87,139,121,2,2,0,1.22,1.22,0.00,4,2,3.2,3.1,3.4,3.5,1,1,50.0%,1,0,0,0,0,0,0,0,,,,,,,,
Joey,Hishon,JOEYHISHON,COL,C,0.153846154,AHL,0.679245283,13,1,1,2,1.01,1,0,1,18,4,4,18,5.6%,3.8%,118.7,9.1,122.9,9.5,535.7,41.2,18.7%,0,7,3,12,2,4,50.0%,50.0%,100.0%,25,24.8%,31,30.7%,45,44.6%,44.6%,5,5.4,34,42,28,44.7%,16.51,10,-1.953,12,-1.76,49.4,15.99,-3.76,-17.90,42.5,4.1%,.958,999,-0.1%,0.98,0.98,23.9,23.4,38.6,58.6,-20.0,2,2,47,46,10,31,41,20,42,48,46.7%,4.3,-2.7,2.46,2.91,24.19,35.61,45.13,67.76,2.6,22,26,194,292,86,123,164,101,0,2,2,0.00,1.01,1.01,3,3,3.9,4.0,3.4,4.4,35,42,45.5%,14,4,0,0,0,0,0,0,23,13,0,4,-0.174,0,0,0
Sam,Carrick,SAMCARRICK,TOR,C,0.125,AHL,0.457627119,16,1,1,2,1.19,1,0,1,16,5,2,16,6.3%,4.3%,101.1,6.3,99.2,6.2,681.7,42.6,12.7%,0,1,29,22,1,7,33.3%,33.3%,66.7%,28,29.8%,31,33.0%,35,37.2%,47.5%,7,1.3,41,38,22,51.9%,16.57,13,-0.363,11,0.56,50.2,15.73,1.25,-5.67,46.5,6.7%,.960,1027,2.7%,1.81,1.21,27.2,30.2,51.4,54.4,-3.0,3,2,42,48,18,25,15,22,42,50,45.7%,-2.1,3.7,1.85,3.78,31.51,35.12,57.65,63.55,2.9,21,43,337,356,139,147,176,158,2,1,-1,1.19,0.59,-0.59,4,4,2.7,4.7,3.3,3.9,37,52,41.6%,24,8,1,0,0.042,0,0,0,30,14,0,5,-0.167,0,0,0
Alexey,Marchenko,ALEXEYMARCHENKO,DET,D,0.153846154,AHL,0.392156863,13,1,1,2,0.63,0,0,1,6,4,8,5,16.7%,5.6%,189.6,14.6,186.6,14.4,428.3,32.9,30.3%,0,8,7,20,4,4,0.0%,25.0%,25.0%,63,38.9%,34,21.0%,65,40.1%,64.9%,7,14.6,72,63,51,53.3%,16.97,6,-0.849,7,1.95,50.7,16.08,-0.06,6.46,53.3,4.5%,.919,964,-3.6%,1.29,1.61,28.6,19.9,55.6,40.2,15.4,4,5,85,57,34,31,32,50,76,51,59.8%,10.1,7.2,2.52,2.38,27.04,29.56,53.38,54.92,17.0,18,17,175,194,80,89,92,108,1,0,-1,0.32,0.00,-0.32,5,4,6.5,6.0,6.9,6.2,,, ,,,,,,,,,,,,,,,,
Tim,Schaller,TIMSCHALLER,BUF,C,0.111111111,AHL,0.661538462,18,1,1,2,0.65,1,1,0,18,3,3,16,5.6%,4.2%,184.8,10.3,185.9,10.3,714.1,39.7,20.7%,22,13,42,8,3,2,33.3%,33.3%,66.7%,31,17.1%,80,44.2%,70,38.7%,27.9%,1,-13.9,56,59,63,48.7%,16.94,11,-0.153,10,0.62,50.2,16.26,-1.05,-26.33,39.6,4.5%,.920,966,-3.4%,0.97,2.26,21.3,28.4,34.9,62.9,-28.1,3,7,63,81,20,44,63,22,48,96,33.3%,-8.7,4.1,1.93,3.02,26.21,35.88,46.29,72.09,-2.3,23,36,289,391,104,168,263,135,1,1,0,0.32,0.32,0.00,5,7,4.6,8.9,5.1,8.2,68,102,40.0%,27,8,1,1,0,0,0,0,77,30,0,15,-0.195,0,2,-0.026
Borna,Rendulic,BORNARENDULIC,COL,RW/C,0.181818182,SM-Liiga,0.561403509,11,1,1,2,1.19,1,1,0,6,0,4,6,16.7%,10.0%,100.7,9.2,98.4,8.9,404.5,36.8,19.6%,8,2,21,9,1,5,16.7%,16.7%,33.3%,39,34.8%,33,29.5%,40,35.7%,54.2%,12,9.0,50,31,33,61.7%,17.13,7,0.42,7,2.22,50.0,18.02,2.11,-13.03,45.8,13.3%,.898,1031,3.1%,3.66,3.05,27.4,29.9,47.0,52.5,-5.5,6,5,39,44,10,16,21,22,34,41,45.3%,0.5,8.7,2.52,1.78,27.74,35.45,50.88,71.20,14.8,17,12,170,227,73,101,140,83,2,0,-2,1.19,0.00,-1.19,3,3,3.8,3.9,3.3,4.1,0,0, ,,,,,,,,,,,,,,,,
Bryan,Rust,BRYANRUST,PIT,RW,0.142857143,NCAA,0.825,14,1,1,2,0.74,1,0,1,26,5,5,22,3.8%,2.8%,161.3,11.5,154.2,11.0,503.2,35.9,23.5%,0,3,19,21,5,2,20.0%,20.0%,40.0%,53,34.2%,37,23.9%,65,41.9%,58.9%,11,8.7,48,57,52,45.7%,17.45,7,0.246,8,0.83,50.7,18.15,1.40,5.81,50.8,6.5%,.899,964,-3.6%,1.95,3.11,30.0,30.7,57.2,53.7,3.5,5,8,72,71,30,25,34,40,73,72,50.3%,-1.7,-3.7,2.98,2.15,32.91,30.17,59.62,55.45,-0.7,25,18,251,235,83,90,122,141,0,3,3,0.00,1.12,1.12,5,6,5.9,5.5,5.7,5.5,0,0, ,,,,,,,,,,,,,,,,
Petr,Straka,PETRSTRAKA,PHI,RW,0.666666667,AHL,0.352941176,3,0,2,2,4.23,0,2,0,2,1,2,3,0.0%,0.0%,28.4,9.5,28.9,9.6,122.1,40.7,19.1%,14,1,4,2,1,1,0.0%,100.0%,100.0%,6,22.2%,7,25.9%,14,51.9%,46.2%,2,0.2,9,13,11,40.9%,16.95,9,-0.987,12,-3.25,47.8,16.35,3.73,2.23,47.3,14.3%,.900,1043,4.3%,4.15,2.08,29.1,20.8,60.2,41.5,18.7,2,1,12,9,4,3,7,11,14,10,58.3%,8.3,14.0,2.46,1.47,28.50,32.43,51.11,57.99,25.6,5,3,53,63,24,26,26,22,0,0,0,0.00,0.00,0.00,1,1,0.9,0.9,1.0,1.0,0,0, ,,,,,,,,,,,,,,,,
Andrew,MacWilliam,ANDREWMACWILLIAM,TOR,D,0.166666667,AHL,0.120689655,12,0,2,2,0.80,0,0,2,5,2,5,5,0.0%,0.0%,150.6,12.5,149.6,12.5,412.4,34.4,26.6%,0,14,28,15,4,2,0.0%,100.0%,100.0%,29,25.0%,45,38.8%,42,36.2%,39.2%,1,-5.7,52,54,43,49.1%,16.79,8,0.142,4,-3.16,48.5,15.50,-0.27,-6.71,46.8,3.3%,.914,947,-5.3%,0.80,3.21,24.5,37.3,42.5,63.4,-20.9,2,8,59,85,20,30,35,25,51,88,36.7%,-9.1,-14.8,1.89,3.64,30.41,34.48,55.43,61.54,-14.7,13,25,196,212,70,94,92,102,5,3,-2,1.99,1.20,-0.80,3,7,4.6,6.7,5.2,5.9,,, ,,,,,,,,,1,0,0,0,0,0,0,0
David,Musil,DAVIDMUSIL,EDM,D,0.5,AHL,0.169230769,4,0,2,2,1.64,0,1,0,3,1,3,1,0.0%,0.0%,73.0,18.3,72.2,18.1,143.5,35.9,33.5%,10,8,4,4,1,1,0.0%,33.3%,33.3%,19,32.8%,21,36.2%,18,31.0%,47.5%,4,-7.6,20,24,17,45.5%,17.24,6,1.73,1,1.33,50.5,16.65,1.06,-3.31,47.7,10.0%,.894,994,-0.6%,2.49,4.15,24.9,39.0,57.3,70.6,-13.3,3,5,27,42,16,17,21,23,41,50,45.1%,-0.5,-8.1,2.51,2.09,25.09,30.11,51.44,62.31,-2.4,6,5,54,67,31,28,49,32,1,0,-1,0.82,0.00,-0.82,3,4,2.6,3.1,2.9,3.7,,, ,,,,,,,,,,,,,,,,
Seth,Helgeson,SETHHELGESON,NJD,D,0.090909091,AHL,0.244897959,22,0,2,2,0.44,0,1,1,11,7,10,6,0.0%,0.0%,270.8,12.3,265.6,12.1,782.1,35.5,25.4%,10,12,38,21,8,2,0.0%,20.0%,20.0%,50,21.5%,79,33.9%,104,44.6%,38.8%,1,-10.4,85,77,77,52.5%,17.04,6,-0.887,7,-2.21,48.6,16.30,0.89,-4.59,51.0,10.1%,.952,1053,5.3%,2.26,1.58,22.4,33.2,41.3,53.1,-11.7,10,7,89,140,33,40,48,51,117,109,51.8%,0.9,-6.8,1.61,2.38,25.09,28.00,48.56,49.25,-11.1,21,31,306,334,129,116,161,177,3,1,-2,0.66,0.22,-0.44,9,10,7.5,8.1,8.7,9.4,,, ,,,,,,,,,,,,,,,,
